,主催者,共催・協力,タイトル,サブタイトル,内容,サブイベント,学ぶ,ふれる・感じる,体を動かす,奏でる,乗る,見る,作る・描く,収穫・採集する,その他,"集合
場所",建物,住所,緯度,経度,所要時間,開始日,終了日,開始時間,終了時間,スケジュール備考,開始時間,終了時間,スケジュール備考,就学前,小学生低学年,小学生中学年,小学校高学年,中学生,高校生以上,対象者備考,募集人数,事前登録,申し込み方法,"申込
締切","申込み・問合せ先
",料金種別,金額,料金備考,問合せ先部署名,郵便番号,住所,電話番号,FAX番号,内線,email,ウエブサイトURL,説明
MEXT037,文部科学省,理化学研究所 ,モデル植物でキーホルダーを作ろう！,,"モデル植物を使って、オリジナルのキーホルダーを作ります。作ったキーホルダーはお持ち帰りいただけます。

※時間と材料数の都合上、タイムテーブルを作成し、整理券を配付します。",,1,1,,,,,1,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,60分,2017-08-02,2017-08-03,10:15,16:00,"①10:15～
②11:15～
③13:00～
④14:00～
⑤15:00～",,,,1,1,1,1,1,1,小学4年生以下は保護者同伴,各6名,不要,"当日整理券をブースにて配付

※整理券配付について：
10：00～①②の分を配布
12:45～③④⑤の分を配布",,"担当部署：文部科学省研究振興局基礎研究振興課
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2


＜所管法人＞
理化学研究所
担当部署：環境資源科学研究センター
",無料,,,文部科学省研究振興局基礎研究振興課,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"
＜所管法人＞
理化学研究所
担当部署：環境資源科学研究センター"
MEXT040,文部科学省,ゆるスポーツ協会,ニュースポーツ体験コーナー,,"スポーツを身近なものとして感じてもらうことを目的に、年齢・性別・障害の有無に関係なく実施可能な数種類のニュースポーツの体験を実施。
",,,1,1,,,,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,,2017-08-03,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：スポーツ庁健康スポーツ課庶務係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2684)
直通電話：03-6734-2684
web：http://www.mext.go.jp/a_menu/ikusei/kengaku/index.htm",無料,,,スポーツ庁健康スポーツ課庶務係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,2684,,http://www.mext.go.jp/a_menu/ikusei/kengaku/index.htm,直通電話：03-6734-2684
MEXT041,文部科学省,,国民体育大会及び国際競技大会開催に係る展示,,"大会のグッズ配布や国体キャラクター着ぐるみ、国際大会開催ＰＲ展示（ラグビーワールドカップ2019、2020オリンピック・パラリンピック東京のチラシ等の設置型配布）を通して、子供から大人まで、スポーツ大会を身近に感じてもらい、大会開催機運の醸成につなげることを目的とします。
",,1,1,,,,1,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,,2017-08-02,2017-08-03,10:00,16:00,,,,,,1,1,1,1,,,,不要,,,"担当部署：スポーツ庁競技スポーツ課
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111
直通電話：03-6734-2678（庶務係）

",無料,,,スポーツ庁競技スポーツ課,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,直通電話：03-6734-2678（庶務係）
MEXT042,文部科学省,公益社団法人 日本コントラクトブリッジ連盟,ブリッジ体験教室,,"トランプゲームの王様「コントラクトブリッジ」の簡易版「ミニブリッジ」を体験していただきます。
２人対２人で対戦するブリッジは、１人遊びでは得られない協調性や思いやりの心が育つといわれています。教育現場でも正規授業として採用されています。
体験教室に参加した小学生から高校生対象で、先着50名様にトランプカードを進呈いたします。
",,1,1,,,,,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,約15分、短縮も可,2017-08-02,2017-08-03,10:00,16:00,1回15分の体験教室を人数が揃い次第（3～4人）、複数回実施します。,,,,,1,1,1,1,1,保護者の参加も歓迎します。,,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

公益社団法人　日本コントラクトブリッジ連盟
渡辺　由実",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,2828,,,"公益社団法人　日本コントラクトブリッジ連盟
渡辺　由実"
MEXT043,文部科学省,公益社団法人 日本和紙絵画芸術協会,和紙絵画体験教室,,竹のうちわに手漉き和紙を使って絵を貼ります。,,1,1,,,,,1,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,一人30分目安,2017-08-02,2017-08-02,10:00,14:30,キットが終了するまで,,,,,1,1,1,1,1,,100名,不要,,当日参加順,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

公益社団法人　日本和紙絵画芸術協会
山崎",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,2828,,,"公益社団法人　日本和紙絵画芸術協会
山崎"
MEXT044,文部科学省,"一般社団法人 茶道裏千家淡交会
淡交会関東第一学校茶道連絡協議会",こども茶道教室,,こどもたちに茶の湯体験、菓子のいただき方、茶の飲み方、自分で点てることにチャレンジしてもらいます。,,1,1,,,,,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,15分程,2017-08-02,2017-08-03,10:00,16:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

（一社）茶道裏千家淡交会総本部
宮本尚寛",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,2828,,,"（一社）茶道裏千家淡交会総本部
宮本尚寛"
MEXT045,文部科学省,公益社団法人 日本奇術協会,「こどもマジック体験教室」,,ワクワクするような不思議を体験して、コミュニケーションの一つとしての楽しさと、身近な材料でリサイクルマジックを作り体験してもらう。※本年度は、日本古来からある手品の体験も取り入れる。,,1,1,,,,1,,,1,"《受付》
旧文部省庁舎１階正面玄関",,東京都千代田区霞が関3-2-2,35.671291,139.749253,席の入れ替えは約15分間,2017-08-02,2017-08-03,10:00,16:00,"10：00～13：00　①　　　13：00～16：00　②
※受付終了15：45",,,,,1,1,1,,,未就学児の場合は保護者がサポートしてくだされば、参加可能です。,,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

(公社）日本奇術協会
ドルフィン",無料,,"【配布予定】
マジック教材300部ほどを予定
内容はマジシャンによってそれぞれの教材となる。
例：ストロー300本、色ゴム300本、3枚のトランプ　紙ひも　等",文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"(公社）日本奇術協会
ドルフィン"
MEXT046,文部科学省,公益財団法人 日本棋院,囲碁（いご）入門教室,かんたん、楽しく囲碁（いご）を学ぼう！,プロ棋士と指導員が、丁寧に分かりやすく、囲碁のルールを解説します。囲碁を通して日本の伝統文化に触れ、同時に礼儀作法を身につけてもらいます。ルールを覚えた後は、すぐに小さな碁盤で対局が出来るようになります。,,1,1,,,,,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,10～20分,2017-08-02,2017-08-02,10:00,16:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

公益財団法人日本棋院
谷口　琴恵
",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"公益財団法人日本棋院
谷口　琴恵
"
MEXT047,文部科学省,"公益財団法人 日本和紙ちぎり絵協会
和紙ちぎり絵しゅんこう",和紙ちぎり絵体験,オリジナルうちわをつくろう,"カラフルな和紙をちぎって、赤、白、黄色のかわいいうちわに金魚や朝顔など夏のいろいろを貼ってみましょう。和紙のやさしい手ざわりを楽しんでください。

和紙は日本が世界に誇る伝統工芸、日常、お子さん達は、手にする機会が少ないことでしょう。大人になって、「そういえば昔、和紙をちぎったら、きれいな毛羽が出て、やさしい絵を創ったな」と思い出してもらえることでしょう。
手すき和紙の色のみで創り出す「和紙ちぎり絵」はまさに日本独自の文化。子供の皆さんが未来につないで下さることを願っております。
",,,,,,,,1,,,"《受付》
旧文部省庁舎１階正面玄関",,東京都千代田区霞が関3-2-2,35.671291,139.749253,,2017-08-03,2017-08-03,10:00,16:00,材料がなくなり次第終了,,,,,1,1,1,,,,100,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

公益財団法人 日本和紙ちぎり絵協会
事務局　澤田",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"公益財団法人 日本和紙ちぎり絵協会
事務局　澤田"
MEXT048,文部科学省,公益社団法人日本将棋連盟,将棋教室,将棋を指してみよう！,"日本の伝統文化である「将棋」体験ブースです。初心者も参加できます。
※駒の動かし方からの講座は、①11時～②1時～の2回となります。（15分程度）
※初心者講座以外の時間は自由対局場となります。ブースの関係で一人1局とさせていただきます。",,1,,,,,,,,1,"《受付》
旧文部省庁舎１階正面玄関",,東京都千代田区霞が関3-2-2,35.671291,139.749253,,2017-08-02,2017-08-02,10:00,15:00,,,,,1,1,1,1,1,1,,,不要,,,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

公益社団法人日本将棋連盟 　
小田切優子",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"公益社団法人日本将棋連盟 　
小田切優子"
MEXT049,文部科学省,一般財団法人 池坊華道会,いけばな体験教室,,"鋏と器を使って実際に花をいけていただきます。講師が丁寧に指導いたしますので、いけばなの経験がなくても安心してご参加ください。出来上がった作品はお持ち帰りいただけます。
※時間と材料数の都合上、タイムテーブルを作成し、整理券を配付します。",,1,1,,,,,,,,"《受付》
旧文部省庁舎１階正面玄関",旧文部省庁舎,東京都千代田区霞が関3-2-2,35.671291,139.749253,15分,2017-08-02,2017-08-02,10:00,15:45,15分につき3名を20回、合計60名分の枠です,,,,1,1,1,1,1,,,約60人,不要,いけばなブース前の受付にて整理券を配付します,整理券がなくなり次第,"担当部署：文化庁芸術文化課企画調査係
郵便番号：100-8959
住所：東京都千代田区霞が関3-2-2
代表電話：03-5253-4111(内線2828)

一般財団法人池坊華道会　東京事務所
串田 亮司",無料,,,文化庁芸術文化課企画調査係,100-8959,東京都千代田区霞が関3-2-2,03-5253-4111,,,,,"一般財団法人池坊華道会　東京事務所
串田 亮司"
